OriginRegion,DestinationRegion,EventName,ProjectName,IndustryCode,IndustryDescription,ImpactType,Output,Employment,WageAndSalaryEmployment,ProprietorEmployment,EmployeeCompensation,ProprietorIncome,TaxesOnProductionAndImports,OtherPropertyIncome,TagName
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,402,Scenic and sightseeing transportation and support activities for transportation,Total,"5,212.427956061",0.040457712,0.034355976,0.006101736,"2,804.259641200","2,065.220744002",61.986052155,-674.677054941,AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,403,Couriers and messengers,Total,"13,237.101673215",0.464831054,0.083786197,0.381044857,"5,405.066238472",346.756763113,355.903437044,"4,716.727007222",AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,404,Warehousing and storage,Total,"44,912.279457293",0.605691883,0.582671488,0.023020395,"21,892.823234182",326.097599937,612.708577606,"1,107.755118692",AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,405,Newspaper publishers,Total,"1,976.845569675",0.013235207,0.011814217,0.001420990,728.873269811,4.677654633,19.490778461,421.636377777,AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,406,Periodical publishers,Total,"1,411.757774346",0.005872992,0.005042258,0.000830733,437.627694988,1.939618154,10.557269542,245.047698856,AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,407,Book publishers,Total,"1,305.794681423",0.002677415,0.002304038,0.000373378,220.903647072,1.374894813,9.245110177,255.317055059,AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,408,"Directory, mailing list, and other publishers",Total,34.270617304,0.000162563,0.000162563,0.000000000,9.221081117,0.000000000,0.395330441,5.005326772,AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,410,Software publishers,Total,"34,407.195306773",0.090071639,0.065972059,0.024099580,"10,458.583589823",70.881340112,382.932247492,"6,936.918015831",AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,411,Motion picture and video industries,Total,"7,924.347176690",0.040183636,0.031720170,0.008463467,834.032150713,199.243806700,177.121691332,559.540951351,AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,412,Sound recording industries,Total,439.466899482,0.000605626,0.000394646,0.000210981,20.922856499,3.213293920,12.205067768,78.932406633,AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,413,Radio and television broadcasting,Total,"13,408.004072123",0.040234348,0.032314677,0.007919671,"3,195.709597033","1,521.018573123",148.333756907,"-1,068.860558478",AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,414,Cable and other subscription programming,Total,"1,859.215472577",0.002019908,0.001421235,0.000598673,111.409727768,58.038726272,16.980474822,242.278285265,AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,415,Wired telecommunications carriers,Total,"19,605.749524187",0.047715609,0.030430591,0.017285019,"2,903.270240493",33.285666175,381.260373642,"4,014.943717606",AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,416,Wireless telecommunications carriers (except satellite),Total,"16,414.701409691",0.008332399,0.004866165,0.003466234,417.539858730,4.376068062,314.471764941,"5,030.543743894",AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,417,"Satellite, telecommunications resellers, and all other telecommunications",Total,"3,964.475166578",0.012879321,0.007224622,0.005654699,690.574178927,12.836053098,187.063978300,355.543312567,AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,418,"Data processing, hosting, and related services",Total,"24,620.963183161",0.086402146,0.045103441,0.041298704,"6,178.265741889",850.665645955,340.055962119,"3,222.330632790",AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,419,"News syndicates, libraries, archives and all other information services",Total,285.120207489,0.005042111,0.003830642,0.001211469,297.193444758,75.149000653,3.915448695,-107.904602870,AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,420,Internet publishing and broadcasting and web search portals,Total,"6,213.214700562",0.008208948,0.005042076,0.003166872,309.659619379,197.292357680,71.642328973,539.509061607,AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,421,Nondepository credit intermediation and related activities,Total,"27,939.095340966",0.097099701,0.074312387,0.022787314,"7,523.269311937",425.243794021,835.146767346,"1,904.265307697",AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,422,Securities and commodity contracts intermediation and brokerage,Total,"27,714.173156610",0.333504590,0.040202338,0.293302252,"7,830.490043957",823.540011858,206.023865529,"-1,896.874552736",AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,423,Monetary authorities and depository credit intermediation,Total,"61,574.738368368",0.202764587,0.163635683,0.039128903,"14,839.131994052",713.117474889,"1,597.597859780","14,129.044705837",AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,424,Other financial investment activities,Total,"60,579.336233936",0.342072846,0.062953279,0.279119567,"8,427.146419298",802.089070206,712.732382843,299.344616254,AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,425,Direct life insurance carriers,Total,761.263766742,0.003051270,0.001879478,0.001171792,169.627366385,6.437271023,71.479144955,64.276265758,AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,426,"Insurance carriers, except direct life",Total,"81,888.520235885",0.183265079,0.131526759,0.051738320,"11,027.573746754",369.267684493,"5,952.174425481","12,231.084783690",AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,427,"Insurance agencies, brokerages, and related activities",Total,"27,260.173013251",0.105447763,0.071884537,0.033563226,"5,955.743421962",186.438467373,291.268071693,"3,874.308612820",AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,428,"Funds, trusts, and other financial vehicles",Total,"24,345.497928620",0.149133329,0.050945900,0.098187429,"4,609.606384953",646.843939301,31.459360584,"1,972.570621513",AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,429,Other real estate,Total,"470,397.745437708",2.305714006,0.402667356,1.903046650,"31,576.083790004","72,219.426474643","4,921.421432069","97,128.446460829",AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,432,Automotive equipment rental and leasing,Total,"21,197.637879111",0.051250038,0.039393527,0.011856511,"2,080.630619902","5,999.055746936","1,993.288043695","1,840.873315695",AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,433,General and consumer goods rental except video tapes and discs,Total,"5,214.720954430",0.026368522,0.020858015,0.005510507,"1,026.820646755","1,715.615203641",465.105139130,140.566172899,AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,434,Video tape and disc rental,Total,316.354345259,0.000920068,0.000628200,0.000291868,83.397604596,86.517371324,29.664447025,40.359573688,AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,435,Commercial and industrial machinery and equipment rental and leasing,Total,"27,502.043648974",0.045856107,0.029570786,0.016285321,"3,117.654595725","6,500.884044471","2,251.359804523","4,024.879333764",AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,436,Lessors of nonfinancial intangible assets,Total,"3,958.315471398",0.001000598,0.000180435,0.000820163,21.392523007,3.672779012,194.850944779,769.533002659,AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,437,Legal services,Total,"26,635.829129181",0.172076572,0.095450841,0.076625732,"10,302.524648077","2,294.619391530",338.229898489,"6,183.329474211",AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,438,"Accounting, tax preparation, bookkeeping, and payroll services",Total,"114,952.717601081",0.991699783,0.636816710,0.354883074,"50,412.510645486","11,045.645648151","1,650.502089254","13,417.268777290",AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,439,"Architectural, engineering, and related services",Total,"10,949.013435690",0.065117284,0.038008971,0.027108313,"4,282.953729431",873.392251199,175.687086347,"1,083.770585111",AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,440,Specialized design services,Total,"2,218.431197116",0.010721992,0.007064459,0.003657533,449.173612740,104.732144031,117.038772510,632.394566485,AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,441,Custom computer programming services,Total,"3,660.014242636",0.032623127,0.019761552,0.012861576,"2,110.604693439",346.445009119,128.377450507,-233.065469918,AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,442,Computer systems design services,Total,"24,481.776454839",0.148004248,0.076335147,0.071669101,"10,058.088083521","2,127.381472065",799.804763641,"1,244.280283680",AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,443,"Other computer related services, including facilities management",Total,"6,402.249909243",0.041040288,0.024281736,0.016758552,"2,812.237106714",397.126289121,230.373299243,175.774202956,AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,444,Management consulting services,Total,"26,224.180420683",0.198736154,0.110052515,0.088683638,"12,583.758011606","2,767.131043832",413.931748610,931.195252253,AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,445,Environmental and other technical consulting services,Total,"9,601.255646271",0.061984452,0.035897217,0.026087235,"3,935.435128007",860.064817894,122.570411253,247.738495436,AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,446,Scientific research and development services,Total,"8,865.623447903",0.030668041,0.023899657,0.006768384,"2,855.989658721",223.101781042,158.739600679,"1,283.193467762",AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,447,"Advertising, public relations, and related services",Total,"13,194.725271774",0.074739316,0.038442976,0.036296340,"3,372.710827164",774.100252498,275.477141858,"3,194.893215384",AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,448,Photographic services,Total,795.162770193,0.003621031,0.002827145,0.000793886,115.719516391,24.444728832,39.506930953,248.980986784,AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,449,Veterinary services,Total,"10,561.762115014",0.091347208,0.067933939,0.023413269,"4,222.270937605",843.437744231,125.899510797,"2,058.816663541",AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,450,"All other miscellaneous professional, scientific, and technical services",Total,"15,304.337393661",0.077005790,0.048545277,0.028460513,"3,993.716507068",914.723190332,200.145925433,"3,080.349422631",AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,451,Management of companies and enterprises,Total,"101,135.229609789",0.431959470,0.308489971,0.123469499,"50,040.787644177","-1,265.040864047","2,943.448791760","9,804.074240332",AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,452,Office administrative services,Total,"27,993.474374185",0.360471398,0.203399750,0.157071648,"18,303.674620415","3,688.285790706",368.581628563,"-5,657.691700544",AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,453,Facilities support services,Total,"5,202.714208219",0.028882997,0.020749662,0.008133335,"1,556.926612779",233.159464181,75.449458777,582.605479893,AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,454,Employment services,Total,"442,536.937590607",3.929356885,2.664655541,1.264701343,"164,196.440623233","32,659.472762663","4,656.757575147","76,293.615231089",AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,455,Business support services,Total,"13,744.858322969",0.165740460,0.120356997,0.045383464,"6,318.941324972","1,224.746670477",374.149638605,-993.939419265,AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,456,Travel arrangement and reservation services,Total,"11,712.000003779",0.051291440,0.036047655,0.015243786,"2,113.175917155",358.680993689,240.172784846,"1,202.889314930",AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,457,Investigation and security services,Total,"4,529.622222195",0.077135698,0.053861341,0.023274357,"2,395.970310965",556.343797665,166.429019416,-192.921406824,AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,458,Services to buildings,Total,"27,075.771484025",0.265443486,0.201522217,0.063921269,"8,802.665859235","1,643.708571402",691.967117563,"2,318.365971160",AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,459,Landscape and horticultural services,Total,"17,374.968321414",0.147725910,0.111336928,0.036388983,"5,112.352135308",915.845682020,602.387172028,"2,723.169585597",AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,460,Other support services,Total,"4,434.009868578",0.023449828,0.018323326,0.005126503,"1,255.931260436",129.603880074,80.972579827,953.684806150,AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,461,Waste management and remediation services,Total,"13,201.553132147",0.035091953,0.030069146,0.005022807,"2,374.555803442","1,862.615953448",265.009014048,"2,398.663682386",AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,463,"Junior colleges, colleges, universities, and professional schools",Total,"4,709.456243592",0.060765557,0.041894383,0.018871174,"2,216.818430793",279.368928180,181.736195752,688.431967351,AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,464,Other educational services,Total,"22,434.639727738",0.229637977,0.160915857,0.068722120,"10,780.175871143",950.767637782,973.930266947,14.942225744,AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,466,Offices of dentists,Total,"23,448.425501844",0.161162605,0.130234082,0.030928522,"10,226.071227765","1,302.873778648",295.466075971,"7,683.733778544",AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,469,Medical and diagnostic laboratories,Total,"5,543.942747897",0.029540510,0.021533411,0.008007100,"2,122.838389216",281.126307432,74.182102690,"1,845.156112573",AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,471,Other ambulatory health care services,Total,"6,352.658545063",0.052558740,0.039119916,0.013438824,"3,606.192805979",465.065086399,110.690318681,-467.725461817,AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,478,Performing arts companies,Total,"4,409.840833549",0.049187058,0.016052677,0.033134381,575.722704962,123.640234260,230.884205933,590.332669159,AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,479,Commercial Sports Except Racing,Total,910.255668499,0.027249559,0.002383896,0.024865663,130.222381362,286.401033805,58.052521914,-24.140162874,AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,480,Racing and Track Operation,Total,355.302930991,0.009079056,0.002614237,0.006464819,103.373060738,34.157367968,7.672649245,-46.758620369,AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,481,"Independent artists, writers, and performers",Total,"3,972.521078515",0.025959432,0.004134359,0.021825074,260.134516605,75.359133554,194.100179317,997.145130078,AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,482,Promoters of performing arts and sports and agents for public figures,Total,"7,362.642871221",0.060179658,0.020745437,0.039434221,596.616626161,130.187015053,283.510927326,900.353859335,AZ-06
AZ-06,AZ-06 (Arizona Sixth Congressional District) (2023),All,IDP_Vikrell Electric Boiler  ,483,"Museums, historical sites, zoos, and parks",Total,"2,065.836647419",0.016494777,0.016008656,0.000486121,751.681782837,14.125000314,47.971382195,265.689001341,AZ-06
