program,project,state,district,industry_code,employment,output
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,492,0.6027,62484.3843
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,493,0.4131,31869.1685
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,494,0.2539,37909.5815
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,495,0.0213,2544.9589
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,496,0.1415,21679.4785
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,497,67.0971,10272088.3702
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,498,0.0806,17091.7761
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,501,0.1015,4021.6189
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,502,0.1264,10129.5397
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,504,0.0659,12448.0879
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,505,0.0186,4305.3132
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,506,0.0561,5788.4746
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,508,0.0733,8558.5751
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,515,0.0029,2095.7259
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,430,0.1045,30224.2423
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,431,0.0,289510.0347
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,462,0.1498,7473.8716
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,465,0.2806,50714.3312
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,467,0.1452,15867.1445
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,468,0.1528,26231.5204
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,470,0.1192,8908.3791
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,472,0.5785,123293.4444
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,473,0.2177,20832.6625
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,474,0.0828,7556.2372
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,475,0.2417,12206.5689
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,476,0.1162,7525.2944
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,477,0.1019,9987.3694
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,499,0.1737,7652.5122
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,500,0.0274,1435.1611
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,503,0.3196,20498.9275
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,507,0.0821,1350.0866
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,20,0.0085,2581.1978
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,146,0.0008,12485.4441
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,196,0.1521,74016.5128
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,199,0.0308,9374.6801
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,379,0.3568,121017.0571
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,384,0.0654,3839.0833
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,386,0.9368,112783.4788
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,387,0.786,40574.1854
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,393,1.8842,122767.4916
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,395,3.4471,237617.6147
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,397,0.0275,18614.9095
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,398,0.0022,1835.5946
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,399,1.1535,280218.2867
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,402,0.0876,7784.6664
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,403,0.6362,21504.2171
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,514,0.0075,289.2646
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,516,0.1329,54249.1411
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,1,0.0006,628.4585
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,2,0.0041,3439.0742
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,3,0.0105,3362.2873
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,4,0.0024,394.7566
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,6,0.0041,1546.1203
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,10,0.0013,245.3632
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,11,0.0051,1474.1744
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,12,0.0022,1232.6863
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,13,0.0004,1153.1988
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,14,0.0192,3268.312
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,16,0.0027,108.4402
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,17,0.0018,258.2809
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,18,0.0021,232.5668
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,19,0.0054,243.1489
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,26,0.0174,12627.9491
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,27,0.0183,7415.1341
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,34,0.0023,1424.0869
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,35,0.0089,13806.4289
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,36,0.0058,5844.2386
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,38,0.0009,1712.2101
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,42,0.0571,75779.7434
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,43,0.0163,9152.5934
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,44,0.0024,588.5774
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,55,0.1784,38338.768
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,56,0.1145,16931.7113
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,59,0.001,1662.9547
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,60,0.0005,728.9589
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,62,0.0003,333.4251
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,64,0.0001,881.4322
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,65,0.0001,207.0849
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,66,0.0015,1418.6988
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,72,0.0027,1651.7272
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,73,0.0003,124.4587
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,74,0.001,587.0667
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,77,0.0014,1464.4906
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,78,0.0008,918.7695
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,79,0.003,2369.8006
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,80,0.0004,600.8593
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,81,0.0012,531.6681
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,83,0.0152,5605.5001
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,84,0.0056,4015.7356
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,85,0.0105,6000.7162
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,88,0.0051,898.7461
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,98,0.0006,307.969
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,99,0.002,1303.0229
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,101,0.0045,1357.3976
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,102,0.002,690.3709
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,116,0.0007,125.5911
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,124,0.0015,745.7195
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,127,0.0033,1355.0075
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,129,0.0029,1186.7643
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,130,0.0014,498.6791
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,131,0.0041,1444.4144
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,132,0.0046,1214.5874
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,134,0.0028,1124.4756
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,135,0.0023,658.6769
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,139,0.0046,2752.622
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,144,0.0834,16996.572
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,151,0.0004,2637.5519
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,152,0.006,8414.4646
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,155,0.0014,2763.6996
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,156,0.0007,1086.7649
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,169,0.0001,155.201
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,172,0.0003,254.5314
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Minnesota,01,175,0.0017,1156.8375
