DestinationRegion,ProjectName,IndustryCode,IndustryDescription,Output,Employment,Sum of  WageAndSalaryEmployment,Sum of  ProprietorEmployment,Sum of  EmployeeCompensation,Sum of  ProprietorIncome,Sum of  TaxesOnProductionAndImports,Sum of  OtherPropertyIncome
Indiana (2023),Wabash Valley Resources_Indiana_55,457,Investigation and security services,"438,348.70",7.1,5.52,1.58,"269,910.49","42,546.51","4,180.41","-25,844.77"
Indiana (2023),Wabash Valley Resources_Indiana_55,458,Services to buildings,"894,823.92",9.17,7.45,1.72,"302,941.57","48,268.71","6,526.04","66,769.77"
Indiana (2023),Wabash Valley Resources_Indiana_55,459,Landscape and horticultural services,"1,500,535.82",12.1,9.2,2.91,"517,730.24","81,347.92","13,486.23","230,786.64"
Indiana (2023),Wabash Valley Resources_Indiana_55,460,Other support services,"629,239.14",3.63,2.74,0.89,"170,493.93","24,696.10","3,616.44","118,884.50"
Indiana (2023),Wabash Valley Resources_Indiana_55,461,Waste management and remediation services,"1,755,187.48",4.99,4.61,0.38,"392,488.85","27,648.82","140,163.15","299,603.78"
Indiana (2023),Wabash Valley Resources_Indiana_55,462,Elementary and secondary schools,"380,187.70",7.29,5.9,1.39,"339,797.95","16,619.31","7,822.51","-42,020.99"
Indiana (2023),Wabash Valley Resources_Indiana_55,463,"Junior colleges, colleges, universities, and professional schools","1,053,639.59",12.81,9.97,2.83,"571,302.84","32,721.59","21,025.95","145,544.94"
Indiana (2023),Wabash Valley Resources_Indiana_55,464,Other educational services,"462,947.59",5.28,4.4,0.87,"212,539.41","9,655.18","18,504.50",-990.28
Indiana (2023),Wabash Valley Resources_Indiana_55,465,Offices of physicians,"5,150,258.44",27.58,22.86,4.72,"3,223,407.78","518,836.84","23,051.59","-181,064.94"
Indiana (2023),Wabash Valley Resources_Indiana_55,466,Offices of dentists,"1,245,419.51",7.97,7.15,0.82,"573,619.76","92,392.31","4,673.88","379,894.53"
Indiana (2023),Wabash Valley Resources_Indiana_55,467,Offices of other health practitioners,"1,229,381.81",10.59,9.77,0.82,"570,429.77","90,969.39","8,560.93","326,158.95"
Indiana (2023),Wabash Valley Resources_Indiana_55,468,Outpatient care centers,"1,319,907.84",8.37,7.5,0.88,"589,190.57","99,332.20","5,170.46","135,619.73"
Indiana (2023),Wabash Valley Resources_Indiana_55,469,Medical and diagnostic laboratories,"499,588.40",2.45,2.15,0.3,"205,665.29","32,984.85","1,970.12","157,562.42"
Indiana (2023),Wabash Valley Resources_Indiana_55,470,Home health care services,"855,337.74",10.89,10.1,0.8,"550,252.70","85,301.64","4,234.47","31,413.10"
Indiana (2023),Wabash Valley Resources_Indiana_55,471,Other ambulatory health care services,"300,401.46",2.51,2.27,0.25,"170,867.38","27,547.28","1,692.92","-25,949.97"
Indiana (2023),Wabash Valley Resources_Indiana_55,472,Hospitals,"10,383,738.27",49.5,49.46,0.04,"4,569,156.51","137,411.66","90,526.08","885,952.99"
Indiana (2023),Wabash Valley Resources_Indiana_55,473,Nursing and community care facilities,"1,756,311.35",17.72,17.25,0.48,"944,931.52","10,460.10","27,691.21","88,094.16"
Indiana (2023),Wabash Valley Resources_Indiana_55,474,"Residential mental health, substance abuse, and other residential care facilities","429,309.66",4.79,4.64,0.15,"264,569.85","2,658.66","4,944.12","25,926.42"
Indiana (2023),Wabash Valley Resources_Indiana_55,475,Individual and family services,"898,730.23",17.55,14.2,3.35,"585,665.97","86,484.67","-15,269.67","-29,963.33"
Indiana (2023),Wabash Valley Resources_Indiana_55,476,Child day care services,"496,647.09",7.07,6.03,1.04,"226,361.74","28,983.18","-12,804.73","71,344.98"
Indiana (2023),Wabash Valley Resources_Indiana_55,477,"Community food, housing, and other relief services, including rehabilitation services","523,300.43",5.16,4.14,1.02,"196,778.53","27,172.21","-9,630.30","24,664.79"
Indiana (2023),Wabash Valley Resources_Indiana_55,478,Performing arts companies,"174,704.93",1.36,0.71,0.65,"27,039.06","6,478.74","33,504.15","27,959.22"
Indiana (2023),Wabash Valley Resources_Indiana_55,479,Commercial Sports Except Racing,"343,113.44",5.03,0.84,4.19,"167,093.54","59,895.71","62,805.89","-31,545.27"
Indiana (2023),Wabash Valley Resources_Indiana_55,480,Racing and Track Operation,"10,261.75",0.2,0.1,0.1,"4,589.11","1,614.79",856.25,"-2,436.94"
Indiana (2023),Wabash Valley Resources_Indiana_55,481,"Independent artists, writers, and performers","172,983.41",0.66,0.18,0.48,"16,045.00","4,385.40","29,497.25","60,736.00"
Indiana (2023),Wabash Valley Resources_Indiana_55,482,Promoters of performing arts and sports and agents for public figures,"302,641.94",1.72,0.78,0.94,"35,838.03","9,345.65","48,308.21","53,408.23"
Indiana (2023),Wabash Valley Resources_Indiana_55,483,"Museums, historical sites, zoos, and parks","121,155.48",0.89,0.85,0.04,"39,200.98",-405.22,"15,460.19","13,683.04"
Indiana (2023),Wabash Valley Resources_Indiana_55,484,Amusement parks and arcades,"70,679.19",0.43,0.37,0.06,"9,219.29",-193.64,"46,306.71","3,373.39"
Indiana (2023),Wabash Valley Resources_Indiana_55,485,Gambling industries (except casino hotels),"533,371.46",2.55,1.95,0.6,"104,307.75","5,103.51","130,872.66","120,884.41"
Indiana (2023),Wabash Valley Resources_Indiana_55,486,Other amusement and recreation industries,"338,739.00",3.85,3.39,0.46,"96,881.91","-2,131.22","125,744.36","9,125.11"
Indiana (2023),Wabash Valley Resources_Indiana_55,487,Fitness and recreational sports centers,"187,928.33",2.86,2.59,0.27,"57,987.10","-1,270.72","54,034.21",410.42
Indiana (2023),Wabash Valley Resources_Indiana_55,488,Bowling centers,"22,945.73",0.34,0.31,0.03,"7,402.08",-186.91,"6,353.87",-958.88
Indiana (2023),Wabash Valley Resources_Indiana_55,489,"Hotels and motels, including casino hotels","39,351.74",0.28,0.24,0.03,"11,519.51","1,837.57","4,182.50","9,938.69"
Indiana (2023),Wabash Valley Resources_Indiana_55,490,Other accommodations,"76,827.92",0.64,0.58,0.06,"21,841.42","3,324.71","7,640.42","14,094.16"
Indiana (2023),Wabash Valley Resources_Indiana_55,491,Full-service restaurants,"4,331,641.16",47.06,44,3.06,"1,265,346.68","74,412.31","307,048.20","582,734.12"
Indiana (2023),Wabash Valley Resources_Indiana_55,492,Limited-service restaurants,"4,350,148.21",40.52,37.95,2.57,"948,551.36","63,814.64","362,609.74","518,342.07"
Indiana (2023),Wabash Valley Resources_Indiana_55,493,All other food and drinking places,"1,618,267.82",21.06,19.64,1.42,"643,292.83","42,041.75","90,813.27","234,149.36"
Indiana (2023),Wabash Valley Resources_Indiana_55,494,"Automotive repair and maintenance, except car washes","2,064,113.21",15.51,10.71,4.8,"711,348.84","175,006.31","154,523.51","254,486.70"
Indiana (2023),Wabash Valley Resources_Indiana_55,495,Car washes,"244,508.12",2.41,1.94,0.47,"80,963.96","17,817.22","18,303.14","17,771.04"
Indiana (2023),Wabash Valley Resources_Indiana_55,496,Electronic and precision equipment repair and maintenance,"766,756.57",5.2,3.89,1.31,"261,471.98","48,135.95","49,702.73","116,760.27"
Indiana (2023),Wabash Valley Resources_Indiana_55,497,Commercial and industrial machinery and equipment repair and maintenance,"1,195,579.48",8.62,5.41,3.21,"519,658.66","136,537.53","48,622.05","27,760.05"
Indiana (2023),Wabash Valley Resources_Indiana_55,498,Personal and household goods repair and maintenance,"740,711.96",3.43,2.62,0.81,"170,154.94","27,411.77","43,856.21","191,793.98"
Indiana (2023),Wabash Valley Resources_Indiana_55,499,Personal care services,"375,744.58",7.93,2.75,5.18,"108,520.05","147,607.85","9,924.60","-22,754.30"
Indiana (2023),Wabash Valley Resources_Indiana_55,500,Death care services,"113,914.02",2.06,0.65,1.41,"32,647.79","42,501.29","3,281.01","-3,013.79"
Indiana (2023),Wabash Valley Resources_Indiana_55,501,Dry-cleaning and laundry services,"161,559.77",3.66,1.03,2.63,"58,404.49","76,707.99","6,476.08","-16,085.61"
Indiana (2023),Wabash Valley Resources_Indiana_55,502,Other personal services,"479,240.83",5.84,2.45,3.39,"97,175.40","102,179.41","22,780.92","62,568.28"
Indiana (2023),Wabash Valley Resources_Indiana_55,503,Religious organizations,"949,977.80",13.44,12.15,1.29,"794,539.84","15,461.39",0,"-103,294.19"
Indiana (2023),Wabash Valley Resources_Indiana_55,504,"Grantmaking, giving, and social advocacy organizations","503,333.45",2.28,1.96,0.31,"164,793.38","3,416.41","5,871.97","172,009.54"
Indiana (2023),Wabash Valley Resources_Indiana_55,505,Business and professional associations,"318,877.96",1.17,0.97,0.2,"102,982.40","2,227.79","5,552.44","112,490.96"
Indiana (2023),Wabash Valley Resources_Indiana_55,506,Labor and civic organizations,"398,561.90",3.74,3.52,0.22,"121,307.90","2,472.22","6,533.10","83,998.23"
Indiana (2023),Wabash Valley Resources_Indiana_55,507,Private households,"98,907.91",5.24,5.24,0,"98,907.91",0,0,0
Indiana (2023),Wabash Valley Resources_Indiana_55,508,Postal service,"595,546.97",4.87,4.87,0,"525,869.38",0,0,"21,579.86"
Indiana (2023),Wabash Valley Resources_Indiana_55,510,Other federal government enterprises,826.6,0.04,0.04,0,"4,146.20",0,"-68,656.49","6,344.36"
Indiana (2023),Wabash Valley Resources_Indiana_55,514,Local government passenger transit,"127,235.19",1.79,1.79,0,"97,339.35",0,0,"-22,739.04"
Indiana (2023),Wabash Valley Resources_Indiana_55,515,Local government electric utilities,"60,064.01",0.09,0.09,0,"9,400.46",0,0,206.34
Indiana (2023),Wabash Valley Resources_Indiana_55,516,Other local government enterprises,"801,812.63",1.67,1.67,0,"171,317.36",0,"-132,881.33","304,894.18"
Michigan (2023),AEP Transmission Projects_Michigan_47,47,Construction of new power and communication structures,"320,000,000.00","2,089.59","1,344.37",745.23,"113,549,541.10","39,203,623.93","2,987,839.83","52,065,790.16"
Michigan (2023),AEP Transmission Projects_Michigan_47,1,Oilseed farming,"4,517.28",0.01,0,0.01,168.8,657.6,182.74,"2,618.75"
Michigan (2023),AEP Transmission Projects_Michigan_47,2,Grain farming,"93,549.23",0.33,0.05,0.28,"5,071.02","8,027.23","-5,747.77","17,805.38"
Michigan (2023),AEP Transmission Projects_Michigan_47,3,Vegetable and melon farming,"114,142.82",0.83,0.47,0.36,"14,332.20","22,850.40","5,954.17","40,056.76"
Michigan (2023),AEP Transmission Projects_Michigan_47,4,Fruit farming,"60,270.00",0.9,0.5,0.4,"11,511.24","28,821.78","3,335.50","12,989.26"
Michigan (2023),AEP Transmission Projects_Michigan_47,5,Tree nut farming,70.11,0,0,0,24.49,55.38,11.65,-22.77
Michigan (2023),AEP Transmission Projects_Michigan_47,6,"Greenhouse, nursery, and floriculture production","110,788.24",0.73,0.57,0.16,"27,601.29","12,562.52","2,574.89","45,535.37"
Michigan (2023),AEP Transmission Projects_Michigan_47,9,Sugarcane and sugar beet farming,"11,533.01",0.04,0.02,0.02,"2,140.92",748.59,-3.31,"3,670.64"
Michigan (2023),AEP Transmission Projects_Michigan_47,10,All other crop farming,"3,259.49",0.08,0,0.08,564.6,295.66,-2.54,976.86
Michigan (2023),AEP Transmission Projects_Michigan_47,11,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming","35,188.97",0.42,0.02,0.4,688.72,"10,194.71","1,701.51","3,975.12"
Michigan (2023),AEP Transmission Projects_Michigan_47,12,Dairy cattle and milk production,"45,272.56",0.15,0.1,0.05,"2,525.00","4,810.29","1,428.03","7,517.23"
Michigan (2023),AEP Transmission Projects_Michigan_47,13,Poultry and egg production,"60,842.24",0.07,0.03,0.03,"3,823.20",843.99,"2,066.53","8,646.85"
Michigan (2023),AEP Transmission Projects_Michigan_47,14,"Animal production, except cattle and poultry and eggs","67,305.41",1.02,0.12,0.9,"8,866.41","22,823.31","3,211.10","31,114.78"
Michigan (2023),AEP Transmission Projects_Michigan_47,15,"Forestry, forest products, and timber tract production",834.84,0.01,0.01,0.01,472.86,41.97,123.77,55.15
Michigan (2023),AEP Transmission Projects_Michigan_47,16,Commercial logging,"51,048.41",1.03,0.54,0.48,"39,282.67","3,270.16","4,825.53",-615.66
Michigan (2023),AEP Transmission Projects_Michigan_47,17,Commercial fishing,"4,561.60",0.07,0.01,0.06,551.64,-292.1,789.43,"3,486.13"
Michigan (2023),AEP Transmission Projects_Michigan_47,18,Commercial hunting and trapping,"9,213.07",0.08,0.03,0.05,"1,409.76",-67.02,"2,232.53","4,812.00"
Michigan (2023),AEP Transmission Projects_Michigan_47,19,Support activities for agriculture and forestry,"23,574.93",0.6,0.36,0.24,"17,902.99","2,922.90","1,445.23",-12.58
Michigan (2023),AEP Transmission Projects_Michigan_47,20,Oil and gas extraction,"569,402.25",1.25,0.13,1.13,"13,718.10","22,569.38","16,651.80","-19,010.96"
Michigan (2023),AEP Transmission Projects_Michigan_47,22,"Copper, nickel, lead, and zinc mining","21,048.11",0.02,0.01,0.01,"1,745.47",-24.23,903.66,"11,285.81"
Michigan (2023),AEP Transmission Projects_Michigan_47,23,Iron ore mining,"3,220.97",0.01,0,0,582.5,-0.62,79.92,449.71
Michigan (2023),AEP Transmission Projects_Michigan_47,25,Other metal ore mining,"3,220.83",0,0,0,334.19,-5.17,98.77,"2,179.99"
Michigan (2023),AEP Transmission Projects_Michigan_47,26,Stone mining and quarrying,"668,098.12",1.11,0.89,0.21,"93,419.40","-1,408.78","19,842.67","363,823.86"
Michigan (2023),AEP Transmission Projects_Michigan_47,27,Sand and gravel mining,"521,676.60",1.43,1.19,0.24,"127,839.98","-1,802.06","19,103.49","176,047.26"
Michigan (2023),AEP Transmission Projects_Michigan_47,28,"Other clay, ceramic, refractory minerals mining","3,961.37",0.01,0.01,0,977.79,-9.83,94.12,358.53
Michigan (2023),AEP Transmission Projects_Michigan_47,29,Other nonmetallic mineral mining and quarrying,"5,839.89",0.01,0.01,0,"1,414.82",-18.85,208.35,"2,354.82"
Michigan (2023),AEP Transmission Projects_Michigan_47,30,Drilling oil and gas wells,2.03,0,0,0,1,0.21,0.08,-0.18
Michigan (2023),AEP Transmission Projects_Michigan_47,31,Support activities for oil and gas operations,638.04,0,0,0,211.44,42.92,31.59,131.28
Michigan (2023),AEP Transmission Projects_Michigan_47,32,Metal mining services,982.28,0,0,0,389.83,19.57,24.68,82.71
Michigan (2023),AEP Transmission Projects_Michigan_47,33,Other nonmetallic minerals services,27.94,0,0,0,9.69,0.78,0.74,0.51
Michigan (2023),AEP Transmission Projects_Michigan_47,34,Electric power generation - Hydroelectric,"43,746.13",0.06,0.06,0,"10,929.79",815.74,"5,548.58","5,950.15"
Michigan (2023),AEP Transmission Projects_Michigan_47,35,Electric power generation - Fossil  fuel,"958,606.51",0.55,0.54,0.02,"109,045.76","5,485.64","99,353.46","270,479.46"
Michigan (2023),AEP Transmission Projects_Michigan_47,36,Electric power generation - Nuclear,"796,193.76",0.76,0.73,0.03,"160,458.62","11,972.30","76,925.36","197,904.77"
Michigan (2023),AEP Transmission Projects_Michigan_47,37,Electric power generation - Solar,"13,902.83",0.02,0.02,0,"3,584.10",122.79,"1,475.97","2,280.31"
Michigan (2023),AEP Transmission Projects_Michigan_47,38,Electric power generation - Wind,"27,400.36",0.01,0.01,0,"2,078.86",127.23,"3,875.04","11,416.05"
Michigan (2023),AEP Transmission Projects_Michigan_47,40,Electric power generation - Biomass,"23,680.28",0.02,0.02,0,"2,915.70",195.27,"2,646.57","3,777.08"
Michigan (2023),AEP Transmission Projects_Michigan_47,41,Electric power generation - All other,835.93,0.02,0.02,0,"3,831.05",172.13,247.77,"-5,726.35"
Michigan (2023),AEP Transmission Projects_Michigan_47,42,Electric power transmission and distribution,"3,289,977.70",2.09,2.03,0.06,"415,157.77","22,603.21","191,677.59","804,100.31"
Michigan (2023),AEP Transmission Projects_Michigan_47,43,Natural gas distribution,"394,111.20",0.59,0.57,0.01,"92,626.92","5,253.36","70,425.01","83,693.85"
Michigan (2023),AEP Transmission Projects_Michigan_47,44,"Water, sewage and other systems","37,461.26",0.15,0.15,0,"15,296.81",861.08,"3,509.30","2,668.29"
Michigan (2023),AEP Transmission Projects_Michigan_47,55,Maintenance and repair construction of nonresidential structures,"942,440.19",4.58,2.94,1.64,"243,856.28","87,653.84","6,489.92","116,924.92"
Michigan (2023),AEP Transmission Projects_Michigan_47,56,Maintenance and repair construction of residential structures,"674,918.61",4.57,3.06,1.51,"228,445.70","73,511.51","19,850.26","68,154.95"
Michigan (2023),AEP Transmission Projects_Michigan_47,57,"Maintenance and repair construction of highways, streets, bridges, and tunnels","7,534.45",0.04,0.02,0.01,"1,955.49",703.14,52.82,986.98
Michigan (2023),AEP Transmission Projects_Michigan_47,58,Dog and cat food manufacturing,"5,918.69",0.01,0,0,683.52,-0.83,26.76,612.72
Michigan (2023),AEP Transmission Projects_Michigan_47,59,Other animal food manufacturing,"50,549.52",0.03,0.03,0,"2,800.23",-3.99,286.75,"2,362.71"
Michigan (2023),AEP Transmission Projects_Michigan_47,60,Flour milling,"46,970.78",0.04,0.03,0,"3,659.87",-5.09,195.1,"3,342.69"
Michigan (2023),AEP Transmission Projects_Michigan_47,64,Soybean and other oilseed processing,"9,165.68",0,0,0,157.23,-0.22,106.48,396.25
Michigan (2023),AEP Transmission Projects_Michigan_47,65,Fats and oils refining and blending,"9,523.43",0,0,0,306.32,-0.37,40.98,407.8
Michigan (2023),AEP Transmission Projects_Michigan_47,66,Breakfast cereal manufacturing,"63,734.97",0.07,0.06,0.01,"6,799.24",-9.47,268.44,"6,497.97"
Michigan (2023),AEP Transmission Projects_Michigan_47,67,Beet sugar manufacturing,"21,474.63",0.03,0.03,0,"2,675.90",-4.81,153.97,"2,576.72"
Michigan (2023),AEP Transmission Projects_Michigan_47,68,Sugar cane mills and refining,134.34,0,0,0,6.43,0,0.91,13.15
Michigan (2023),AEP Transmission Projects_Michigan_47,69,Nonchocolate confectionery manufacturing,"8,195.64",0.02,0.01,0,"1,269.15",-1.05,27.41,207.81
Michigan (2023),AEP Transmission Projects_Michigan_47,70,Chocolate and confectionery manufacturing from cacao beans,"1,915.42",0,0,0,324.56,-0.04,9.23,189.45
Michigan (2023),AEP Transmission Projects_Michigan_47,71,Confectionery manufacturing from purchased chocolate,"5,921.98",0.01,0.01,0,683.45,-0.63,18.98,192.19
Michigan (2023),AEP Transmission Projects_Michigan_47,72,"Frozen fruits, juices and vegetables manufacturing","103,341.36",0.17,0.16,0.01,"12,251.36",-15.89,364.32,"10,467.76"
Michigan (2023),AEP Transmission Projects_Michigan_47,73,Frozen specialties manufacturing,"44,293.40",0.11,0.1,0.01,"8,265.75",-10.57,113.24,"2,700.43"
Michigan (2023),AEP Transmission Projects_Michigan_47,74,Canned fruits and vegetables manufacturing,"31,981.42",0.05,0.05,0,"3,992.88",-3.03,104.51,"2,289.27"
Michigan (2023),AEP Transmission Projects_Michigan_47,75,Canned specialties,"21,000.68",0.03,0.02,0,"2,194.76",-2.39,50.34,"1,075.94"
Michigan (2023),AEP Transmission Projects_Michigan_47,76,Dehydrated food products manufacturing,"1,294.06",0,0,0,166.23,-0.2,3.27,25.07
Michigan (2023),AEP Transmission Projects_Michigan_47,77,Cheese manufacturing,"22,812.22",0.02,0.02,0,"1,767.60",-2.53,91.64,"1,216.55"
